location;new_cases_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Argentina;;;;0;
Argentina;;;;0.001;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0.001;
Argentina;;;;0.001;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0.002;
Argentina;;;;;
Argentina;;;;0.001;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;0.001;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;0;
Argentina;;;;0;
Argentina;;;;;
Argentina;;;;;
Argentina;;;;0;
Argentina;0.022;;;0;
Argentina;0;;;0;
Argentina;0;;;0;
Argentina;0.022;;;0;
Argentina;0.133;;;0;
Argentina;0.089;0.022;;0.001;0.19
Argentina;0;0;;0;0.156
Argentina;0.111;0;;0.001;0.152
Argentina;0.044;0;;0.001;0.135
Argentina;0;0;;0.001;0.107
Argentina;0.266;0.022;;0.002;0.122
Argentina;0.066;0;;0.001;0.091
Argentina;0.243;0;;0.002;0.098
Argentina;0.243;0;;0.002;0.103
Argentina;0.266;0;;0.003;0.1
Argentina;0.243;0;;0.004;0.089
Argentina;0.398;0.022;;0.003;0.101
Argentina;0.686;0;;0.005;0.108
Argentina;0.664;0.022;1.84;0.007;0.109
Argentina;2.39;0;1.84;0.005;0.173
Argentina;0.774;0;1.81;0.006;0.169
Argentina;1.903;0.044;1.78;0.009;0.187
Argentina;0;0.044;1.75;0.01;0.157
Argentina;2.544;0.022;1.73;0.011;0.176
Argentina;1.925;0.089;1.7;0.008;0.188
Argentina;2.235;0.111;1.67;0.009;0.208
Argentina;1.217;0.022;1.63;0.014;0.162
Argentina;1.659;0.089;1.61;0.012;0.161
Argentina;5.177;0.089;1.58;0.013;0.194
Argentina;0;0.022;1.53;0.021;0.17
Argentina;1.748;0.177;1.5;0.029;0.134
Argentina;2.921;0.066;1.48;0.028;0.121
Argentina;4.115;0.089;1.45;0.024;0.121
Argentina;0;0.022;1.41;0.018;0.109
Argentina;2.279;0.089;1.38;0.024;0.104
Argentina;1.637;0.177;1.36;0.03;0.073
Argentina;1.925;0.155;1.34;0.034;0.078
Argentina;1.77;0.199;1.33;0.032;0.077
Argentina;3.983;0.221;1.32;0.027;0.083
Argentina;0;0.022;1.3;0.03;0.059
Argentina;3.695;0.155;1.3;0.024;0.076
Argentina;1.46;0.155;1.28;0.031;0.07
Argentina;1.527;0.111;1.28;0.037;0.067
Argentina;3.673;0.199;1.27;0.037;0.074
Argentina;2.832;0.089;1.26;0.038;0.077
Argentina;2.168;0.177;1.25;0.038;0.065
Argentina;1.969;0.133;1.25;0.036;0.072
Argentina;1.792;0.066;1.25;0.026;0.063
Argentina;2.257;0.089;1.25;0.04;0.064
Argentina;1.991;0.243;1.25;0.05;0.063
Argentina;2.5;0.111;1.26;0.044;0.057
Argentina;6.439;0.288;1.27;0.048;0.068
Argentina;3.806;0.243;1.26;0.054;0.069
Argentina;3.828;0.199;1.25;0.045;0.073
Argentina;2.478;0.155;1.23;0.031;0.074
Argentina;2.456;0.111;1.23;0.039;0.075
Argentina;2.744;0.221;1.22;0.047;0.078
Argentina;3.496;0.155;1.22;0.052;0.08
Argentina;3.164;0.089;1.22;0.048;0.069
Argentina;2.301;0.155;1.22;0.054;0.064
Argentina;3.297;0.266;1.23;0.042;0.064
Argentina;2.257;0.199;1.23;0.041;0.061
Argentina;2.301;0.31;1.24;0.053;0.058
Argentina;2.943;0.089;1.26;0.073;0.054
Argentina;4.16;0.199;1.28;0.069;0.054
Argentina;3.607;0.199;1.29;0.071;0.052
Argentina;5.31;0.243;1.31;0.067;0.058
Argentina;3.651;0.155;1.32;0.067;0.055
Argentina;5.708;0.111;1.33;0.042;0.063
Argentina;5.399;0.199;1.34;0.064;0.068
Argentina;6.306;0.111;1.35;0.068;0.076
Argentina;6.992;0.221;1.36;0.082;0.08
Argentina;5.642;0.531;1.36;0.078;0.084
Argentina;7.633;0.066;1.37;0.082;0.086
Argentina;7.213;0.155;1.38;0.072;0.092
Argentina;5.819;0.221;1.38;0.052;0.091
Argentina;6.704;0.199;1.39;0.077;0.091
Argentina;9.691;0.243;1.4;0.106;0.091
Argentina;10.488;0.221;1.41;0.109;0.092
Argentina;14.338;0.288;1.41;0.112;0.102
Argentina;15.886;0.376;1.41;0.107;0.11
Argentina;15.577;0.266;1.4;0.088;0.12
Argentina;15.997;0.155;1.39;0.073;0.132
Argentina;12.214;0.332;1.38;0.081;0.139
Argentina;13.276;0.376;1.37;0.091;0.148
Argentina;15.599;0.354;1.36;0.106;0.156
Argentina;17.015;0.177;1.35;0.109;0.161
Argentina;15.864;0.266;1.34;0.123;0.157
Argentina;17.59;0.177;1.33;0.101;0.157
Argentina;14.094;0.243;1.33;0.069;0.155
Argentina;12.479;0.376;1.32;0.094;0.153
Argentina;20.002;0.288;1.32;0.103;0.16
Argentina;20.998;0.31;1.32;0.119;0.165
Argentina;20.555;0.553;1.31;0.112;0.169
Argentina;18.586;0.531;1.31;0.119;0.173
Argentina;21.75;0.354;1.31;0.114;0.176
Argentina;17.125;0.354;1.31;0.059;0.183
Argentina;18.276;0.642;1.31;0.107;0.187
Argentina;25.246;0.531;1.31;0.128;0.188
Argentina;27.126;0.398;1.32;0.141;0.191
Argentina;30.667;0.664;1.32;0.147;0.195
Argentina;30.777;0.443;1.32;0.164;0.199
Argentina;33.875;0.664;1.31;0.144;0.206
Argentina;28.365;0.398;1.31;0.098;0.209
Argentina;26.728;0.465;1.3;0.105;0.219
Argentina;30.401;0.531;1.3;0.142;0.221
Argentina;30.821;0.774;1.3;0.17;0.218
Argentina;43.323;0.774;1.31;0.184;0.223
Argentina;45.579;0.686;1.3;0.185;0.232
Argentina;36.154;0.288;1.3;0.182;0.226
Argentina;34.981;0.42;1.3;0.124;0.227
Argentina;47.482;0.708;1.3;0.168;0.233
Argentina;50.27;0.774;1.29;0.204;0.237
Argentina;58.59;0.841;1.29;0.199;0.254
Argentina;57.66;0.752;1.28;0.213;0.26
Argentina;63.856;0.752;1.27;0.223;0.266
Argentina;53.124;0.509;1.26;0.183;0.279
Argentina;48.434;0.553;1.25;0.119;0.29
Argentina;51.664;1.062;1.24;0.172;0.292
Argentina;50.049;0.597;1.24;0.196;0.294
Argentina;59.01;0.974;1.23;0.199;0.294
Argentina;60.714;0.752;1.23;0.206;0.298
Argentina;62.948;1.151;1.22;0.224;0.297
Argentina;57.306;0.974;1.22;0.219;0.292
Argentina;53.965;0.575;1.22;0.131;0.294
Argentina;58.236;1.659;1.22;0.188;0.295
Argentina;65.913;1.372;1.22;0.229;0.3
Argentina;79.742;1.106;1.22;0.265;0.3
Argentina;81.047;0.575;1.21;0.243;0.306
Argentina;74.498;1.195;1.21;0.226;0.313
Argentina;76.312;0.797;1.21;0.212;0.328
Argentina;58.789;0.774;1.2;0.149;0.327
Argentina;68.568;1.283;1.2;0.224;0.326
Argentina;80.649;1.438;1.21;0.271;0.327
Argentina;93.726;1.814;1.21;0.278;0.333
Argentina;80.472;1.372;1.21;0.275;0.326
Argentina;99.965;1.46;1.21;0.302;0.327
Argentina;71.312;0.929;1.2;0.274;0.312
Argentina;93.615;0.885;1.21;0.187;0.325
Argentina;88.924;2.5;1.21;0.273;0.327
Argentina;118.241;2.589;1.21;0.313;0.34
Argentina;127.932;2.168;1.21;0.336;0.347
Argentina;135.566;2.522;1.2;0.329;0.365
Argentina;121.538;2.323;1.2;0.343;0.368
Argentina;106.514;1.903;1.19;0.289;0.383
Argentina;92.752;1.018;1.18;0.212;0.378
Argentina;108.196;2.655;1.18;0.297;0.383
Argentina;131.406;2.655;1.17;0.352;0.382
Argentina;124.813;2.412;1.17;0.373;0.374
Argentina;141.097;3.385;1.17;0.365;0.37
Argentina;131.185;2.257;1.16;0.396;0.366
Argentina;115.962;1.173;1.16;0.297;0.369
Argentina;118.949;1.151;1.15;0.257;0.373
Argentina;106.736;3.651;1.15;0.341;0.366
Argentina;150.28;3.673;1.15;0.408;0.365
Argentina;158.134;2.81;1.15;0.432;0.37
Argentina;166.232;3.208;1.15;0.436;0.369
Argentina;165.546;3.54;1.14;0.446;0.375
Argentina;135.721;2.478;1.13;0.386;0.37
Argentina;103.727;1.836;1.13;0.255;0.365
Argentina;163.046;3.496;1.13;0.393;0.378
Argentina;155.833;5.31;1.12;0.47;0.372
Argentina;169.551;4.624;1.12;0.467;0.371
Argentina;165.9;3.297;1.12;0.456;0.369
Argentina;140.832;3.651;1.11;0.469;0.357
Argentina;147.425;2.434;1.11;0.404;0.359
Argentina;121.007;1.46;1.11;0.256;0.365
Argentina;100.828;2.456;1.11;0.318;0.353
Argentina;151.342;5.177;1.11;0.383;0.362
Argentina;148.089;6.24;1.11;0.436;0.358
Argentina;181.986;4.138;1.12;0.46;0.364
Argentina;180.526;4.713;1.12;0.462;0.379
Argentina;171.675;2.611;1.12;0.395;0.389
Argentina;118.418;3.031;1.13;0.265;0.387
Argentina;192.783;8.43;1.13;0.432;0.404
Argentina;194.067;4.359;1.14;0.481;0.405
Argentina;233.429;6.107;1.14;0.515;0.423
Argentina;223.561;4.669;1.14;0.542;0.425
Argentina;259.25;4.89;1.14;0.54;0.44
Argentina;204.223;1.814;1.13;0.437;0.444
Argentina;159.019;2.301;1.12;0.346;0.445
Argentina;205.971;4.492;1.12;0.45;0.447
Argentina;232.411;5.731;1.12;0.525;0.452
Argentina;241.903;4.403;1.12;0.52;0.454
Argentina;266.087;5.377;1.11;0.522;0.47
Argentina;236.394;5.797;1.11;0.521;0.465
Argentina;219.578;2.567;1.1;0.473;0.465
Argentina;154.572;2.655;1.1;0.296;0.471
Argentina;203.891;5.974;1.09;0.468;0.468
Argentina;266.109;6.107;1.1;0.541;0.475
Argentina;271.242;5.598;1.09;0.59;0.474
Argentina;263.41;5.509;1.09;0.569;0.467
Argentina;254.603;5.332;1.09;0.609;0.461
Argentina;238.429;2.544;1.08;0.484;0.465
Argentina;200.373;1.969;1.08;0.331;0.473
Argentina;219.246;6.97;1.07;0.514;0.471
Argentina;263.122;4.093;1.07;0.541;0.47
Argentina;258.298;5.841;1.07;0.564;0.47
Argentina;281.022;7.611;1.07;0.586;0.473
Argentina;264.295;4.337;1.06;0.598;0.477
Argentina;205.24;3.164;1.06;0.473;0.469
Argentina;186.544;5.62;1.06;0.292;0.47
Argentina;194.31;9.492;1.06;0.466;0.47
Argentina;266.109;10.399;1.06;0.547;0.47
Argentina;279.34;9.381;1.06;0.589;0.472
Argentina;297.97;8.629;1.06;0.586;0.477
Argentina;286.952;9.78;1.06;0.606;0.482
Argentina;248.895;7.412;1.06;0.456;0.497
Argentina;195.616;4.558;1.06;0.325;0.495
Argentina;261.241;8.054;1.06;0.518;0.506
Argentina;298.192;8.983;1.06;0.623;0.505
Argentina;318.437;9.249;1.06;0.642;0.508
Argentina;309.786;74.144;1.06;0.646;0.503
Argentina;324.964;6.881;1.06;0.673;0.504
Argentina;246.24;4.337;1.05;0.533;0.494
Argentina;169.662;4.934;1.05;0.298;0.49
Argentina;248.74;9.957;1.05;0.56;0.482
Argentina;326.137;7.943;1.05;0.702;0.479
Argentina;363.906;8.828;1.05;0.684;0.486
Argentina;341.935;10.709;1.05;0.714;0.485
Argentina;334.08;11.395;1.04;0.763;0.477
Argentina;274.672;7.877;1.04;0.535;0.484
Argentina;228.428;6.35;1.03;0.343;0.492
Argentina;210.728;7.036;1.03;0.373;0.506
Argentina;294.386;8.541;1.03;0.63;0.507
Argentina;330.385;7.722;1.03;0.761;0.489
Argentina;378.265;9.315;1.03;0.747;0.494
Argentina;366.096;8.43;1.03;0.755;0.503
Argentina;298.922;8.496;1.02;0.648;0.495
Argentina;233.672;3.54;1.01;0.309;0.5
Argentina;287.239;9.935;1.01;0.697;0.481
Argentina;361.472;8.496;1.01;0.718;0.487
Argentina;405.48;9.271;1;0.802;0.498
Argentina;361.206;9.691;1;0.78;0.491
Argentina;347.776;8.43;0.99;0.732;0.49
Argentina;264.804;6.085;0.97;0.525;0.496
Argentina;204.732;6.262;0.97;0.309;0.489
Argentina;259.139;8.961;0.96;0.612;0.492
Argentina;316.578;9.492;0.96;0.67;0.487
Argentina;308.082;7.545;0.95;0.685;0.478
Argentina;293.545;8.209;0.94;0.643;0.477
Argentina;296.023;7.744;0.93;0.656;0.474
Argentina;215.617;4.646;0.93;0.46;0.469
Argentina;146.23;3.053;0.92;0.29;0.457
Argentina;212.365;10.687;0.92;0.538;0.454
Argentina;268.72;9.492;0.92;0.634;0.446
Argentina;235.686;10.355;0.92;0.594;0.437
Argentina;245.598;5.443;0.92;0.699;0.419
Argentina;260.777;8.187;0.91;0.635;0.412
Argentina;177.826;4.691;0.91;0.441;0.404
Argentina;117.953;4.691;0.91;0.28;0.398
Argentina;184.022;7.678;0.91;0.528;0.391
Argentina;265.003;6.107;0.92;0.609;0.393
Argentina;240.73;7.7;0.92;0.615;0.392
Argentina;246.992;5.554;0.92;0.591;0.404
Argentina;262.392;5.819;0.92;0.624;0.405
Argentina;187.363;5.797;0.91;0.435;0.408
Argentina;124.901;2.854;0.91;0.249;0.414
Argentina;174.64;6.439;0.91;0.523;0.412
Argentina;235;8.386;0.91;0.561;0.409
Argentina;228.605;5.332;0.91;0.602;0.407
Argentina;223.406;4.093;0.91;0.609;0.399
Argentina;212.586;5.708;0.9;0.601;0.387
Argentina;157.979;2.478;0.9;0.388;0.384
Argentina;92.575;2.213;0.89;0.231;0.377
Argentina;94.367;2.655;0.89;0.262;0.382
Argentina;158.51;6.859;0.9;0.525;0.363
Argentina;190.128;6.24;0.9;0.562;0.355
Argentina;200.085;5.023;0.9;0.568;0.353
Argentina;173.6;6.085;0.91;0.535;0.348
Argentina;134.924;2.345;0.9;0.384;0.34
Argentina;120.188;3.341;0.91;0.212;0.352
Argentina;126.693;5.686;0.91;0.469;0.339
Argentina;177.826;4.381;0.91;0.526;0.345
Argentina;166.675;5.045;0.92;0.508;0.344
Argentina;168.799;3.297;0.92;0.516;0.339
Argentina;152.647;4.58;0.92;0.471;0.339
Argentina;115.077;2.655;0.91;0.341;0.338
Argentina;72.529;3.053;0.92;0.175;0.326
Argentina;70.781;2.611;0.92;0.258;0.331
Argentina;79.875;2.677;0.93;0.221;0.332
Argentina;117.334;4.713;0.94;0.498;0.313
Argentina;154.749;4.624;0.96;0.538;0.305
Argentina;157.36;3.872;0.97;0.531;0.3
Argentina;116.692;1.372;0.98;0.397;0.294
Argentina;78.724;2.168;0.98;0.235;0.289
Argentina;112.002;6.085;1;0.496;0.28
Argentina;154.461;3.607;1.01;0.55;0.275
Argentina;151.408;3.562;1.02;0.584;0.278
Argentina;162.095;3.739;1.03;0.62;0.273
Argentina;154.926;3.053;1.03;0.649;0.263
Argentina;128.22;2.013;1.04;0.498;0.259
Argentina;91.07;1.106;1.05;0.323;0.256
Argentina;129.503;4.071;1.06;0.658;0.25
Argentina;180.127;5.686;1.07;0.741;0.245
Argentina;189.974;1.328;1.08;0.772;0.243
Argentina;0;0;1.08;0.432;0.215
Argentina;236.504;2.39;1.1;0.127;0.269
Argentina;82.154;1.748;1.1;0.51;0.255
Argentina;111.294;3.297;1.11;0.371;0.257
Argentina;159.661;4.823;1.13;0.795;0.256
Argentina;257.767;3.319;1.15;0.856;0.268
Argentina;260.312;3.208;1.15;0.917;0.276
Argentina;256.351;1.814;1.15;0.594;0.327
Argentina;90.274;1.637;1.15;0.169;0.289
Argentina;115.94;1.239;1.15;0.522;0.296
Argentina;130.189;2.367;1.16;0.438;0.296
Argentina;181.92;3.363;1.17;0.885;0.295
Argentina;305.117;3.341;1.18;0.967;0.298
Argentina;297.395;4.226;1.19;1.004;0.301
Argentina;306.113;3.23;1.19;0.921;0.291
Argentina;295.293;3.341;1.18;0.933;0.288
Argentina;244.647;3.186;1.18;0.753;0.298
Argentina;172.76;1.726;1.17;0.466;0.304
Argentina;192.584;3.518;1.17;0.877;0.306
Argentina;304.962;4.292;1.18;0.905;0.31
Argentina;281.553;2.987;1.18;0.971;0.309
Argentina;293.966;3.142;1.18;0.891;0.308
Argentina;272.857;2.257;1.18;0.998;0.301
Argentina;197.629;1.505;;0.789;0.291
Argentina;160.723;2.478;;0.531;0.286
Argentina;181.101;9.404;;0.926;0.282
Argentina;268.631;5.177;;0.975;0.272
Argentina;267.99;3.319;;;
Argentina;252.147;3.076;;;
Argentina;237.92;4.868;;;
Argentina;185.017;3.584;;;
Argentina;111.316;1.991;;;
Argentina;;;;;
Bolivia;0.171;;;;
Bolivia;0;;;;
Bolivia;0.086;;;;
Bolivia;0.6;;;;
Bolivia;0;;;0.001;
Bolivia;0.086;;;0.001;
Bolivia;0;;;0;
Bolivia;0.086;;;0;
Bolivia;0;;;0.003;
Bolivia;0.257;;;0.002;
Bolivia;0.343;;;;0.064
Bolivia;0.428;;;;0.071
Bolivia;0.257;;;0.004;0.069
Bolivia;0.171;;;;0.064
Bolivia;0.257;;;;0.06
Bolivia;0.942;;;;0.087
Bolivia;1.542;;;;0.117
Bolivia;1.114;;;;0.138
Bolivia;0.6;0.086;;;0.14
Bolivia;1.371;0.257;;;0.164
Bolivia;0.857;0.171;;0.007;0.174
Bolivia;0.685;0.086;1.2;0.005;0.185
Bolivia;0.685;0.086;1.21;;0.15
Bolivia;0.771;0.086;1.22;;0.117
Bolivia;0.6;0.086;1.24;;0.094
Bolivia;1.542;0;1.26;;0.099
Bolivia;2.227;0.086;1.28;;0.101
Bolivia;0.942;0.257;1.3;0.011;0.096
Bolivia;1.371;0.086;1.32;0.017;0.092
Bolivia;4.626;0.257;1.34;0.01;0.138
Bolivia;0.343;0.086;1.34;0.016;0.128
Bolivia;0.6;0.086;1.34;0.015;0.125
Bolivia;2.142;0.343;1.36;0.015;0.128
Bolivia;2.57;0.257;1.38;;0.125
Bolivia;2.056;0.086;1.39;;0.129
Bolivia;3.684;0;1.41;0.027;0.138
Bolivia;3.769;0.086;1.41;0.016;0.125
Bolivia;2.056;0.171;1.41;0.013;0.142
Bolivia;2.399;0;1.42;0.03;0.139
Bolivia;2.313;0.086;1.43;0.018;0.137
Bolivia;3.769;0.086;1.45;0.014;0.149
Bolivia;2.913;0.086;1.46;0.01;0.163
Bolivia;0.942;0.257;1.47;0.037;0.131
Bolivia;8.053;0.514;1.5;0.012;0.166
Bolivia;8.909;0.086;1.51;0.026;0.199
Bolivia;5.054;0.171;1.5;0.024;0.226
Bolivia;7.196;0.343;1.49;0.019;0.259
Bolivia;5.483;0.257;1.49;0.017;0.267
Bolivia;3.341;0.171;1.48;0.011;0.267
Bolivia;4.883;0.343;1.49;;0.338
Bolivia;4.883;0.257;1.5;;0.299
Bolivia;5.311;0.343;1.51;0.036;0.251
Bolivia;20.646;0.428;1.52;0.058;0.291
Bolivia;10.623;0.428;1.51;0.037;0.281
Bolivia;7.453;0.514;1.5;0.045;0.254
Bolivia;10.366;0.343;1.49;0.033;0.26
Bolivia;7.196;0.428;1.48;0.014;0.275
Bolivia;16.705;0.942;1.48;0.081;0.258
Bolivia;15.848;0.343;1.48;0.047;0.282
Bolivia;14.649;0.685;1.47;;0.276
Bolivia;10.194;0.343;1.46;;0.268
Bolivia;23.559;0.343;1.46;0.076;0.292
Bolivia;11.394;0.514;1.44;0.045;0.284
Bolivia;15.763;1.199;1.44;0.045;0.283
Bolivia;19.19;0.857;1.43;0.047;0.318
Bolivia;17.562;1.028;1.43;0.055;0.316
Bolivia;21.331;0.086;1.42;0.073;0.309
Bolivia;22.445;0.343;1.42;0.064;0.324
Bolivia;14.992;0.428;1.41;0.032;0.339
Bolivia;18.676;1.285;1.41;0.067;0.339
Bolivia;37.522;0.857;1.42;0.086;0.357
Bolivia;22.959;1.371;1.41;0.062;0.354
Bolivia;33.582;1.285;1.41;0.069;0.378
Bolivia;28.784;0.857;1.4;0.095;0.376
Bolivia;29.812;0.857;1.4;0.068;0.389
Bolivia;34.01;0.942;1.39;0.067;0.4
Bolivia;40.778;1.114;1.39;0.074;0.437
Bolivia;54.142;0.514;1.38;0.122;0.439
Bolivia;53.028;1.114;1.37;0.096;0.464
Bolivia;29.47;0.6;1.35;0.066;0.459
Bolivia;73.76;0.857;1.34;0.109;0.523
Bolivia;33.41;0.257;1.32;0.062;0.534
Bolivia;47.031;2.57;1.31;0.093;0.533
Bolivia;39.407;2.827;1.29;0.098;0.511
Bolivia;55.427;2.056;1.28;0.111;0.522
Bolivia;52;1.285;1.27;0.125;0.497
Bolivia;41.377;1.028;1.26;0.112;0.482
Bolivia;53.971;2.313;1.25;0.11;0.454
Bolivia;24.415;0.942;1.24;0.064;0.44
Bolivia;26.214;0.857;1.24;0.07;0.425
Bolivia;59.539;1.028;1.24;0.13;0.434
Bolivia;54.57;2.142;1.25;0.122;0.426
Bolivia;75.73;1.799;1.25;0.146;0.446
Bolivia;65.45;2.227;1.24;0.152;0.453
Bolivia;78.214;2.227;1.24;0.133;0.47
Bolivia;52.857;2.227;1.23;0.112;0.477
Bolivia;52.6;1.799;1.23;0.119;0.481
Bolivia;69.391;2.313;1.22;0.116;0.499
Bolivia;68.705;1.713;1.22;0.105;0.524
Bolivia;69.733;1.542;1.22;0.122;0.532
Bolivia;83.697;1.542;1.22;0.202;0.523
Bolivia;88.752;2.142;1.21;0.158;0.521
Bolivia;75.045;2.827;1.21;0.156;0.519
Bolivia;94.663;4.026;1.2;0.228;0.506
Bolivia;76.758;2.227;1.19;0.15;0.497
Bolivia;94.063;2.57;1.19;0.149;0.5
Bolivia;87.038;3.17;1.18;0.141;0.506
Bolivia;78.814;1.799;1.17;0.174;0.514
Bolivia;107.341;3.084;1.17;0.192;0.515
Bolivia;72.646;3.769;1.16;0.117;0.531
Bolivia;51.486;4.883;1.16;0.089;0.561
Bolivia;93.72;4.455;1.16;0.188;0.557
Bolivia;86.353;6.682;1.16;0.167;0.541
Bolivia;111.454;5.997;1.16;0.185;0.542
Bolivia;110.511;4.198;1.16;0.19;0.562
Bolivia;107.341;4.969;1.15;0.186;0.565
Bolivia;105.028;4.797;1.15;0.25;0.531
Bolivia;103.829;3.598;1.14;0.166;0.539
Bolivia;88.752;4.626;1.14;0.157;0.548
Bolivia;123.276;4.026;1.14;0.186;0.568
Bolivia;96.719;5.226;1.14;0.174;0.561
Bolivia;124.389;5.483;1.13;0.188;0.573
Bolivia;140.066;4.455;1.13;0.231;0.578
Bolivia;84.554;4.54;1.12;0.16;0.603
Bolivia;91.065;5.054;1.12;0.146;0.602
Bolivia;138.524;2.741;1.12;0.21;0.616
Bolivia;115.737;3.769;1.12;0.211;0.599
Bolivia;166.024;3.598;1.12;0.246;0.618
Bolivia;166.709;5.568;1.11;0.263;0.615
Bolivia;174.419;4.883;1.1;0.255;0.628
Bolivia;123.704;3.855;1.09;0.223;0.628
Bolivia;120.706;5.74;1.08;0.173;0.636
Bolivia;117.022;4.712;1.07;0.218;0.619
Bolivia;152.317;4.712;1.06;0.243;0.63
Bolivia;95.691;6.768;1.05;0.192;0.606
Bolivia;103.144;5.654;1.05;0.166;0.603
Bolivia;156.343;5.311;1.04;0.294;0.576
Bolivia;98.346;4.112;1.04;0.185;0.574
Bolivia;150.09;5.483;1.03;0.252;0.564
Bolivia;98.175;6.254;1.03;0.193;0.561
Bolivia;103.401;7.539;1.03;0.174;0.553
Bolivia;145.635;7.367;1.03;0.283;0.553
Bolivia;133.213;7.11;1.02;0.258;0.54
Bolivia;171.678;7.453;1.02;0.298;0.548
Bolivia;116.508;7.624;1.01;0.254;0.536
Bolivia;145.035;6.425;1.01;0.249;0.534
Bolivia;129.786;7.881;1;0.243;0.537
Bolivia;152.488;5.568;0.99;0.295;0.529
Bolivia;109.826;6.853;0.99;0.211;0.53
Bolivia;125.76;5.054;0.98;0.269;0.523
Bolivia;99.717;5.397;0.97;0.209;0.508
Bolivia;80.87;4.54;0.97;0.186;0.508
Bolivia;140.152;6.168;0.97;0.278;0.496
Bolivia;145.035;4.198;0.97;0.322;0.483
Bolivia;149.319;5.654;0.96;0.313;0.476
Bolivia;118.907;4.883;0.95;0.212;0.481
Bolivia;127.73;4.712;0.95;0.256;0.485
Bolivia;102.458;5.483;0.94;0.304;0.462
Bolivia;102.63;4.712;0.93;0.233;0.462
Bolivia;75.302;5.568;0.93;0.13;0.464
Bolivia;153.859;4.198;0.93;0.395;0.451
Bolivia;173.991;5.226;0.92;0.327;0.46
Bolivia;86.953;6.168;0.91;0.23;0.439
Bolivia;117.365;5.226;0.9;0.222;0.441
Bolivia;84.982;6.511;0.89;0.22;0.453
Bolivia;61.852;5.74;0.88;0.204;0.437
Bolivia;85.582;5.911;0.87;0.19;0.428
Bolivia;72.903;7.367;0.87;0.181;0.434
Bolivia;93.806;5.311;0.87;0.195;0.418
Bolivia;88.666;5.568;0.86;0.331;0.392
Bolivia;109.654;4.712;0.86;0.311;0.366
Bolivia;80.956;7.881;0.85;0.224;0.362
Bolivia;52.6;2.399;0.85;;0.37
Bolivia;53.971;5.226;0.85;;0.361
Bolivia;57.312;6.339;0.85;0.145;0.359
Bolivia;56.626;8.738;0.85;0.186;0.336
Bolivia;73.074;7.282;0.85;0.208;0.355
Bolivia;68.448;4.712;0.85;0.196;0.355
Bolivia;56.626;4.712;0.85;0.237;0.332
Bolivia;45.232;0;0.86;0.139;0.328
Bolivia;71.532;141.865;0.86;0.219;0.322
Bolivia;60.31;3.684;0.86;0.234;0.304
Bolivia;88.837;4.198;0.87;0.231;0.317
Bolivia;73.674;4.026;0.87;0.341;0.291
Bolivia;82.841;4.883;0.86;0.226;0.294
Bolivia;69.391;4.026;0.86;0.265;0.297
Bolivia;69.305;4.026;0.85;0.162;0.307
Bolivia;70.933;4.283;0.84;0.13;0.324
Bolivia;57.14;4.54;0.83;0.251;0.319
Bolivia;50.201;2.656;0.82;0.144;0.312
Bolivia;46.86;2.827;0.82;0.188;0.327
Bolivia;54.142;3.341;0.81;0.197;0.313
Bolivia;35.895;3.084;0.8;0.141;0.317
Bolivia;17.648;2.656;0.8;0.066;0.298
Bolivia;26.557;3.17;0.8;0.094;0.267
Bolivia;40.007;3.341;0.8;0.137;0.28
Bolivia;46.003;3.255;0.81;0.16;0.271
Bolivia;53.799;2.913;0.81;0.16;0.287
Bolivia;51.743;2.998;0.8;0.135;0.304
Bolivia;31.697;2.399;0.8;0.125;0.305
Bolivia;26.471;2.57;0.8;0.073;0.312
Bolivia;27.585;3.598;0.8;0.089;0.315
Bolivia;35.809;2.656;0.8;0.101;0.324
Bolivia;57.397;2.913;0.8;0.162;0.336
Bolivia;34.695;3.084;0.79;0.121;0.329
Bolivia;43.091;3.769;0.79;0.18;0.302
Bolivia;29.984;2.399;0.78;0.126;0.299
Bolivia;25.615;2.399;0.77;0.066;0.301
Bolivia;20.475;2.399;0.76;0.085;0.294
Bolivia;30.926;2.313;0.76;0.104;0.287
Bolivia;20.389;3.084;0.75;0.122;0.256
Bolivia;22.531;3.084;0.75;0.098;0.248
