WKT,Oficina,Distrito,SubZona,Ubigeo,Clientes
"(-77.063319 -11.94544503 0,-77.06071008 -11.94609996 0,-77.06021904 -11.94929901 0,-77.05988208 -11.95543602 0,-77.06160216 -11.95532496 0,-77.06300184 -11.95542198 0,-77.06418516 -11.95578999 0,-77.06448216 -11.95586397 0,-77.06484216 -11.95385598 0,-77.06503404 -11.95299297 0,-77.06512188 -11.95245702 0,-77.066451 -11.94526701 0,-77.063319 -11.94544503 0)",LOS OLIVOS,COMAS,010105,150110,37
"(-77.065254 -11.93744898 0,-77.06439684 -11.93749002 0,-77.06280816 -11.93830902 0,-77.06163456 -11.93898879 0,-77.05935108 -11.94022701 0,-77.05943784 -11.94040899 0,-77.06032812 -11.94226902 0,-77.06073492 -11.944134 0,-77.06071008 -11.94609996 0,-77.063319 -11.94544503 0,-77.066451 -11.94526701 0,-77.06679408 -11.94278499 0,-77.06708604 -11.94189003 0,-77.06783592 -11.93795001 0,-77.065254 -11.93744898 0)",LOS OLIVOS,COMAS,010107,150110,49
"(-77.06032812 -11.94226902 0,-77.05943784 -11.94040899 0,-77.058378 -11.94101298 0,-77.05668888 -11.94197499 0,-77.05514592 -11.94316299 0,-77.05344816 -11.94443703 0,-77.05319688 -11.94485301 0,-77.05412316 -11.94579702 0,-77.05443888 -11.94660297 0,-77.05593216 -11.950902 0,-77.05746288 -11.94996996 0,-77.05788804 -11.94881202 0,-77.05837584 -11.94723 0,-77.05940616 -11.94634503 0,-77.06071008 -11.94609996 0,-77.06073492 -11.944134 0,-77.06032812 -11.94226902 0)",LOS OLIVOS,COMAS,010108,150110,40
"(-77.05443888 -11.94660297 0,-77.05412316 -11.94579702 0,-77.05319688 -11.94485301 0,-77.052078 -11.94461397 0,-77.05108692 -11.94434901 0,-77.05054584 -11.94427998 0,-77.04933084 -11.94960402 0,-77.049405 -11.95010703 0,-77.05078812 -11.95139898 0,-77.05134396 -11.95259499 0,-77.05286316 -11.95209099 0,-77.05593216 -11.950902 0,-77.05443888 -11.94660297 0)",LOS OLIVOS,COMAS,010109,150110,36
"(-77.05635912 -11.93759694 0,-77.0558274 -11.93660334 0,-77.05590804 -11.93657967 0,-77.05528992 -11.93545998 0,-77.05486008 -11.935755 0,-77.05276596 -11.937969 0,-77.05037808 -11.94064002 0,-77.05039716 -11.940993 0,-77.05051704 -11.94321303 0,-77.05054584 -11.94427998 0,-77.05108692 -11.94434901 0,-77.052078 -11.94461397 0,-77.05319688 -11.94485301 0,-77.05344816 -11.94443703 0,-77.05514592 -11.94316299 0,-77.05668888 -11.94197499 0,-77.058378 -11.94101298 0,-77.05703628 -11.93877981 0,-77.05699596 -11.93865363 0,-77.05646388 -11.9375496 0,-77.05635912 -11.93759694 0)",LOS OLIVOS,COMAS,010110,150110,61
"(-77.05858716 -11.93368878 0,-77.05528992 -11.93545998 0,-77.05590804 -11.93657967 0,-77.0558274 -11.93660334 0,-77.05635912 -11.93759694 0,-77.05646388 -11.9375496 0,-77.05699596 -11.93865363 0,-77.05703628 -11.93877981 0,-77.058378 -11.94101298 0,-77.05943784 -11.94040899 0,-77.05935108 -11.94022701 0,-77.05935108 -11.94022701 0,-77.06163456 -11.93898879 0,-77.05858716 -11.93368878 0)",LOS OLIVOS,COMAS,010111,150110,18
"(-77.05691316 -11.92822596 0,-77.05363788 -11.93002299 0,-77.05071504 -11.93159601 0,-77.05118196 -11.93248107 0,-77.05143936 -11.93279553 0,-77.05486008 -11.935755 0,-77.05528992 -11.93545998 0,-77.05858716 -11.93368878 0,-77.05962396 -11.93310297 0,-77.05691316 -11.92822596 0)",LOS OLIVOS,COMAS,010112,150110,39
"(-77.05363788 -11.93002299 0,-77.05071504 -11.93159601 0,-77.04668592 -11.93368896 0,-77.04960588 -11.93780799 0,-77.05011312 -11.93893704 0,-77.05037808 -11.94064002 0,-77.05276596 -11.937969 0,-77.05486008 -11.935755 0,-77.05143936 -11.93279553 0,-77.05118196 -11.93248107 0,-77.05071504 -11.93159601 0,-77.05363788 -11.93002299 0)",LOS OLIVOS,COMAS,010113,150110,49
"(-77.05226916 -11.92756896 0,-77.05196496 -11.92572198 0,-77.049738 -11.92694499 0,-77.04780408 -11.92802499 0,-77.04592488 -11.92894398 0,-77.04379512 -11.92984596 0,-77.04450792 -11.93112801 0,-77.04668592 -11.93368896 0,-77.05071504 -11.93159601 0,-77.05363788 -11.93002299 0,-77.05226916 -11.92756896 0)",LOS OLIVOS,COMAS,010114,150110,49
"(-77.05104804 -11.92122396 0,-77.05030896 -11.91976002 0,-77.04789408 -11.91530403 0,-77.04519984 -11.916504 0,-77.04628416 -11.92236003 0,-77.04534996 -11.92258296 0,-77.04228384 -11.92311801 0,-77.04232704 -11.92340502 0,-77.042835 -11.92677201 0,-77.04379512 -11.92984596 0,-77.04592488 -11.92894398 0,-77.04780408 -11.92802499 0,-77.049738 -11.92694499 0,-77.05196496 -11.92572198 0,-77.05104804 -11.92122396 0)",LOS OLIVOS,COMAS,010135,150110,17
"(-77.04519984 -11.916504 0,-77.043303 -11.916819 0,-77.04130788 -11.91730797 0,-77.04228384 -11.92311801 0,-77.04534996 -11.92258296 0,-77.04628416 -11.92236003 0,-77.04519984 -11.916504 0)",LOS OLIVOS,COMAS,010136,150110,19
"(-77.06680812 -11.92888098 0,-77.06542392 -11.92731498 0,-77.06304288 -11.92293297 0,-77.06243016 -11.92330998 0,-77.06226204 -11.92305996 0,-77.06166516 -11.92340502 0,-77.06183904 -11.92370301 0,-77.06127996 -11.92399497 0,-77.06094696 -11.923308 0,-77.05986012 -11.92389903 0,-77.05983384 -11.92412502 0,-77.05773792 -11.92526496 0,-77.05579392 -11.92619502 0,-77.05691316 -11.92822596 0,-77.05962396 -11.93310297 0,-77.05858716 -11.93368878 0,-77.06163456 -11.93898879 0,-77.06280816 -11.93830902 0,-77.06439684 -11.93749002 0,-77.065254 -11.93744898 0,-77.06783592 -11.93795001 0,-77.06793096 -11.93747454 0,-77.06878992 -11.93296896 0,-77.06922984 -11.930949 0,-77.06943504 -11.93014197 0,-77.06680812 -11.92888098 0)",LOS OLIVOS,COMAS,010117,150110,37
"(-77.05663596 -11.92334103 0,-77.05566504 -11.92164201 0,-77.05561104 -11.92130802 0,-77.05548612 -11.92111704 0,-77.05407492 -11.92193496 0,-77.05356516 -11.92055904 0,-77.05246896 -11.91853098 0,-77.05030896 -11.91976002 0,-77.05104804 -11.92122396 0,-77.05196496 -11.92572198 0,-77.05226916 -11.92756896 0,-77.05363788 -11.93002299 0,-77.05691316 -11.92822596 0,-77.05579392 -11.92619502 0,-77.05773792 -11.92526496 0,-77.05663596 -11.92334103 0)",LOS OLIVOS,COMAS,010118,150110,21
"(-77.05861596 -11.91527001 0,-77.05246896 -11.91853098 0,-77.05356516 -11.92055904 0,-77.05407492 -11.92193496 0,-77.05548612 -11.92111704 0,-77.05561104 -11.92130802 0,-77.05566504 -11.92164201 0,-77.05663596 -11.92334103 0,-77.05773792 -11.92526496 0,-77.05983384 -11.92412502 0,-77.05986012 -11.92389903 0,-77.06094696 -11.923308 0,-77.06127996 -11.92399497 0,-77.06183904 -11.92370301 0,-77.06166516 -11.92340502 0,-77.06226204 -11.92305996 0,-77.06243016 -11.92330998 0,-77.06304288 -11.92293297 0,-77.05861596 -11.91527001 0)",LOS OLIVOS,COMAS,010119,150110,13
"(-77.05954008 -11.96147898 0,-77.05765512 -11.95587801 0,-77.05644408 -11.95622298 0,-77.05571112 -11.95628697 0,-77.05494504 -11.95656498 0,-77.05297008 -11.95724403 0,-77.05384416 -11.95978401 0,-77.05586412 -11.96615799 0,-77.05903284 -11.96433801 0,-77.06013588 -11.96443503 0,-77.06019996 -11.96340399 0,-77.05954008 -11.96147898 0)",LOS OLIVOS,COMAS,010103,150110,47
"(-77.05134396 -11.95259499 0,-77.05078812 -11.95139898 0,-77.049405 -11.95010703 0,-77.04827892 -11.95107597 0,-77.04799092 -11.95106103 0,-77.047416 -11.95118397 0,-77.04713988 -11.95131897 0,-77.04703296 -11.95131096 0,-77.047164 -11.95107102 0,-77.04741096 -11.95077096 0,-77.04747612 -11.95071903 0,-77.04741888 -11.950659 0,-77.04718704 -11.95064802 0,-77.04710892 -11.95059303 0,-77.04684216 -11.95074801 0,-77.04626004 -11.95082496 0,-77.04608688 -11.95077996 0,-77.04477396 -11.95209297 0,-77.04533988 -11.95242903 0,-77.04563688 -11.95263801 0,-77.04571104 -11.95288101 0,-77.045589 -11.95322796 0,-77.04569484 -11.95350804 0,-77.04580716 -11.95368903 0,-77.04729612 -11.95756803 0,-77.05247796 -11.95583697 0,-77.05134396 -11.95259499 0)",LOS OLIVOS,COMAS,010122,150110,43
"(-77.04729612 -11.95756803 0,-77.04580716 -11.95368903 0,-77.04569484 -11.95350804 0,-77.045589 -11.95322796 0,-77.04571104 -11.95288101 0,-77.04563688 -11.95263801 0,-77.04533988 -11.95242903 0,-77.04477396 -11.95209297 0,-77.04400608 -11.95225596 0,-77.043915 -11.95280802 0,-77.04377892 -11.95289802 0,-77.04371304 -11.95299603 0,-77.04414396 -11.95425099 0,-77.04347112 -11.95447599 0,-77.042394 -11.95504101 0,-77.04289296 -11.95587 0,-77.04356616 -11.95766604 0,-77.04521316 -11.962044 0,-77.0454 -11.96226702 0,-77.04549612 -11.962557 0,-77.04517608 -11.96264799 0,-77.04486684 -11.96283996 0,-77.04475596 -11.96285598 0,-77.04359604 -11.96389296 0,-77.04071496 -11.965293 0,-77.04179712 -11.96616798 0,-77.04340812 -11.96561601 0,-77.04789984 -11.96708202 0,-77.04803088 -11.96282502 0,-77.047875 -11.962323 0,-77.04775584 -11.96203896 0,-77.04770688 -11.96183403 0,-77.04827784 -11.96173098 0,-77.04882396 -11.96156601 0,-77.04729612 -11.95756803 0)",LOS OLIVOS,COMAS,010123,150110,32
"(-77.0454 -11.96226702 0,-77.04521316 -11.962044 0,-77.04356616 -11.95766604 0,-77.04289296 -11.95587 0,-77.042394 -11.95504101 0,-77.04347112 -11.95447599 0,-77.04414396 -11.95425099 0,-77.04371304 -11.95299603 0,-77.04377892 -11.95289802 0,-77.043915 -11.95280802 0,-77.04400608 -11.95225596 0,-77.04228708 -11.95113897 0,-77.04140796 -11.95040196 0,-77.03749584 -11.95083 0,-77.02704396 -11.95878996 0,-77.02781292 -11.96008497 0,-77.02858908 -11.96072001 0,-77.030523 -11.96118198 0,-77.03157096 -11.96216703 0,-77.03254512 -11.96212797 0,-77.03428392 -11.96245998 0,-77.03648388 -11.96390097 0,-77.03703396 -11.96345097 0,-77.03914392 -11.964069 0,-77.04071496 -11.965293 0,-77.04359604 -11.96389296 0,-77.04475596 -11.96285598 0,-77.04486684 -11.96283996 0,-77.04517608 -11.96264799 0,-77.04549612 -11.962557 0,-77.0454 -11.96226702 0)",LOS OLIVOS,COMAS,010124,150110,66
"(-77.05051704 -11.94321303 0,-77.04983088 -11.94335001 0,-77.04855684 -11.94347601 0,-77.04848484 -11.94355098 0,-77.046543 -11.94377499 0,-77.04470412 -11.94396498 0,-77.04470988 -11.94417801 0,-77.04420588 -11.94446304 0,-77.04353484 -11.94473403 0,-77.04268092 -11.94570297 0,-77.04228708 -11.95113897 0,-77.04400608 -11.95225596 0,-77.04477396 -11.95209297 0,-77.04608688 -11.95077996 0,-77.04626004 -11.95082496 0,-77.04684216 -11.95074801 0,-77.04710892 -11.95059303 0,-77.04718704 -11.95064802 0,-77.04741888 -11.950659 0,-77.04747612 -11.95071903 0,-77.04741096 -11.95077096 0,-77.047164 -11.95107102 0,-77.04703296 -11.95131096 0,-77.04713988 -11.95131897 0,-77.047416 -11.95118397 0,-77.04799092 -11.95106103 0,-77.04827892 -11.95107597 0,-77.049405 -11.95010703 0,-77.04933084 -11.94960402 0,-77.05054584 -11.94427998 0,-77.05051704 -11.94321303 0)",LOS OLIVOS,COMAS,010125,150110,54
"(-77.05039716 -11.940993 0,-77.05037808 -11.94064002 0,-77.05011312 -11.93893704 0,-77.04960588 -11.93780799 0,-77.04668592 -11.93368896 0,-77.04450792 -11.93112801 0,-77.04399816 -11.93193999 0,-77.04324504 -11.93245398 0,-77.04312696 -11.93257404 0,-77.04347688 -11.93319297 0,-77.04369108 -11.93341698 0,-77.04445104 -11.93440797 0,-77.04452304 -11.93437503 0,-77.04539388 -11.93565897 0,-77.04575892 -11.93598099 0,-77.04548604 -11.93627601 0,-77.04590508 -11.93680602 0,-77.04625104 -11.93715702 0,-77.04678708 -11.93785596 0,-77.04727596 -11.93957397 0,-77.04775008 -11.94089598 0,-77.04830412 -11.94109299 0,-77.04839916 -11.94257601 0,-77.04855684 -11.94347601 0,-77.04983088 -11.94335001 0,-77.05051704 -11.94321303 0,-77.05039716 -11.940993 0)",LOS OLIVOS,COMAS,010126,150110,37
"(-77.03877816 -11.94504102 0,-77.03872416 -11.94505398 0,-77.03843904 -11.94424704 0,-77.03793504 -11.94268203 0,-77.03802612 -11.942649 0,-77.03792784 -11.94230997 0,-77.03815392 -11.942244 0,-77.03768808 -11.94090399 0,-77.03754084 -11.94068196 0,-77.03751204 -11.94062004 0,-77.03746488 -11.94054597 0,-77.03746596 -11.94051699 0,-77.03738388 -11.940291 0,-77.03756208 -11.93999202 0,-77.03743788 -11.93919102 0,-77.02711596 -11.93891202 0,-77.01794712 -11.94182901 0,-77.01665508 -11.94648597 0,-77.01726888 -11.94967602 0,-77.01840792 -11.95109001 0,-77.02142292 -11.95342002 0,-77.02528104 -11.95629498 0,-77.02704396 -11.95878996 0,-77.03749584 -11.95083 0,-77.03876592 -11.94607098 0,-77.03877708 -11.94582402 0,-77.03872704 -11.94570297 0,-77.03883216 -11.94537096 0,-77.03877816 -11.94504102 0)",LOS OLIVOS,COMAS,010127,150110,46
"(-77.04839916 -11.94257601 0,-77.04830412 -11.94109299 0,-77.04775008 -11.94089598 0,-77.04692388 -11.94008004 0,-77.03900784 -11.94203799 0,-77.03815392 -11.942244 0,-77.03792784 -11.94230997 0,-77.03802612 -11.942649 0,-77.03793504 -11.94268203 0,-77.03843904 -11.94424704 0,-77.03872416 -11.94505398 0,-77.03877816 -11.94504102 0,-77.03883216 -11.94537096 0,-77.03872704 -11.94570297 0,-77.03877708 -11.94582402 0,-77.03876592 -11.94607098 0,-77.03749584 -11.95083 0,-77.04140796 -11.95040196 0,-77.04228708 -11.95113897 0,-77.04268092 -11.94570297 0,-77.04353484 -11.94473403 0,-77.04420588 -11.94446304 0,-77.04470988 -11.94417801 0,-77.04470412 -11.94396498 0,-77.046543 -11.94377499 0,-77.04848484 -11.94355098 0,-77.04855684 -11.94347601 0,-77.04839916 -11.94257601 0)",LOS OLIVOS,COMAS,010126,150110,37
"(-77.04727596 -11.93957397 0,-77.04678708 -11.93785596 0,-77.04625104 -11.93715702 0,-77.04590508 -11.93680602 0,-77.04214308 -11.93778504 0,-77.03867196 -11.93875902 0,-77.03876808 -11.93916897 0,-77.03835084 -11.93923701 0,-77.03743788 -11.93919102 0,-77.03756208 -11.93999202 0,-77.03738388 -11.940291 0,-77.03746596 -11.94051699 0,-77.03746488 -11.94054597 0,-77.03751204 -11.94062004 0,-77.03754084 -11.94068196 0,-77.03768808 -11.94090399 0,-77.03815392 -11.942244 0,-77.03900784 -11.94203799 0,-77.04692388 -11.94008004 0,-77.04775008 -11.94089598 0,-77.04727596 -11.93957397 0)",LOS OLIVOS,COMAS,010129,150110,37
"(-77.04548604 -11.93627601 0,-77.04575892 -11.93598099 0,-77.04539388 -11.93565897 0,-77.04452304 -11.93437503 0,-77.04445104 -11.93440797 0,-77.04369108 -11.93341698 0,-77.04347688 -11.93319297 0,-77.04312696 -11.93257404 0,-77.04298008 -11.93258997 0,-77.04284796 -11.93241204 0,-77.04246888 -11.93264802 0,-77.04243684 -11.932245 0,-77.04236916 -11.93206896 0,-77.04224496 -11.93199003 0,-77.04209592 -11.93214096 0,-77.04185112 -11.93196897 0,-77.04157392 -11.931957 0,-77.041215 -11.93212602 0,-77.04098208 -11.93226102 0,-77.04033084 -11.932542 0,-77.039937 -11.93252301 0,-77.039676 -11.93277204 0,-77.03923716 -11.93312304 0,-77.03890416 -11.93330502 0,-77.03633412 -11.93409702 0,-77.01746616 -11.93857902 0,-77.01794712 -11.94182901 0,-77.02711596 -11.93891202 0,-77.03743788 -11.93919102 0,-77.03835084 -11.93923701 0,-77.03876808 -11.93916897 0,-77.03867196 -11.93875902 0,-77.04214308 -11.93778504 0,-77.04590508 -11.93680602 0,-77.04548604 -11.93627601 0)",LOS OLIVOS,COMAS,010130,150110,31
"(-77.05297008 -11.95724403 0,-77.05247796 -11.95583697 0,-77.04729612 -11.95756803 0,-77.04882396 -11.96156601 0,-77.04827784 -11.96173098 0,-77.04770688 -11.96183403 0,-77.04775584 -11.96203896 0,-77.047875 -11.962323 0,-77.04803088 -11.96282502 0,-77.04789984 -11.96708202 0,-77.04931212 -11.967912 0,-77.05066608 -11.96395002 0,-77.05231416 -11.96221401 0,-77.05204884 -11.96166699 0,-77.05198296 -11.96137296 0,-77.05168884 -11.96072703 0,-77.05257408 -11.960424 0,-77.05256292 -11.96018298 0,-77.05384416 -11.95978401 0,-77.05297008 -11.95724403 0)",LOS OLIVOS,COMAS,010121,150110,33
"(-77.04497808 -11.89687698 0,-77.04456588 -11.89710099 0,-77.04433584 -11.896731 0,-77.04370692 -11.89704699 0,-77.04343008 -11.89719 0,-77.04335592 -11.89672398 0,-77.04325512 -11.89627002 0,-77.04307008 -11.89578699 0,-77.042853 -11.89541304 0,-77.04263592 -11.89507599 0,-77.04213408 -11.89454499 0,-77.04137016 -11.894967 0,-77.04088308 -11.89522503 0,-77.04067896 -11.89539297 0,-77.04051408 -11.89559403 0,-77.04026496 -11.89602801 0,-77.03967096 -11.89720404 0,-77.03937396 -11.89770903 0,-77.03907516 -11.89804896 0,-77.03844516 -11.89844298 0,-77.03885304 -11.89919997 0,-77.03981496 -11.90110302 0,-77.04142488 -11.904003 0,-77.04156312 -11.90381004 0,-77.04258696 -11.90228796 0,-77.042853 -11.90018502 0,-77.04293904 -11.89960803 0,-77.04291708 -11.89931697 0,-77.04551916 -11.89785204 0,-77.04497808 -11.89687698 0)",LOS OLIVOS,COMAS,010133,150110,18
"(-77.03124012 -11.86556004 0,-77.02957008 -11.86653798 0,-77.02898112 -11.86690797 0,-77.02653888 -11.87007003 0,-77.02588188 -11.86922097 0,-77.02546896 -11.86971498 0,-77.02462908 -11.87016003 0,-77.02414704 -11.87055999 0,-77.02380216 -11.87106597 0,-77.02337808 -11.87238996 0,-77.02316604 -11.87328096 0,-77.02986816 -11.88380304 0,-77.0299999 -11.88398097 0,-77.03489808 -11.88138897 0,-77.03556012 -11.88080397 0,-77.03968104 -11.87724501 0,-77.03124012 -11.86556004 0)",LOS OLIVOS,CARABAYLLO,006114,150106,18
"(-77.05326708 -11.905749 0,-77.05207908 -11.90345301 0,-77.05137708 -11.90226501 0,-77.050944 -11.90250198 0,-77.05067184 -11.90216304 0,-77.04956088 -11.90273004 0,-77.04963792 -11.90284596 0,-77.049414 -11.90301804 0,-77.04923904 -11.90335797 0,-77.04761904 -11.90238903 0,-77.04673596 -11.90089899 0,-77.04653112 -11.900844 0,-77.04520596 -11.90211102 0,-77.046354 -11.903355 0,-77.04815004 -11.90530503 0,-77.04721692 -11.90615004 0,-77.04766512 -11.90665098 0,-77.04645984 -11.908305 0,-77.04670212 -11.90873196 0,-77.04713988 -11.90855403 0,-77.04748188 -11.90889801 0,-77.04802296 -11.90919699 0,-77.04824796 -11.90928798 0,-77.05067796 -11.91360501 0,-77.052528 -11.91258603 0,-77.05316196 -11.91370986 0,-77.05358316 -11.91348657 0,-77.05415844 -11.9144457 0,-77.05559196 -11.9136375 0,-77.05570572 -11.91381516 0,-77.05730304 -11.91295197 0,-77.05600308 -11.91063303 0,-77.05730304 -11.91295197 0,-77.05326708 -11.905749 0)",LOS OLIVOS,COMAS,010134,150110,16
"(-77.04824796 -11.90928798 0,-77.04802296 -11.90919699 0,-77.04748188 -11.90889801 0,-77.04713988 -11.90855403 0,-77.04670212 -11.90873196 0,-77.04645984 -11.908305 0,-77.04766512 -11.90665098 0,-77.04721692 -11.90615004 0,-77.04815004 -11.90530503 0,-77.046354 -11.903355 0,-77.04582804 -11.90425599 0,-77.045535 -11.90402397 0,-77.04424908 -11.905524 0,-77.04407196 -11.90558799 0,-77.04352296 -11.90590704 0,-77.04307692 -11.90623302 0,-77.042754 -11.90636001 0,-77.04388404 -11.908125 0,-77.04612216 -11.91207996 0,-77.04789408 -11.91530403 0,-77.04812592 -11.91503196 0,-77.05067796 -11.91360501 0,-77.04824796 -11.90928798 0)",LOS OLIVOS,COMAS,010135,150110,17
"(-77.04807012 -11.89647297 0,-77.04551916 -11.89785204 0,-77.04291708 -11.89931697 0,-77.04293904 -11.89960803 0,-77.042853 -11.90018502 0,-77.04258696 -11.90228796 0,-77.04156312 -11.90381004 0,-77.04142488 -11.904003 0,-77.042754 -11.90636001 0,-77.04307692 -11.90623302 0,-77.04352296 -11.90590704 0,-77.04407196 -11.90558799 0,-77.04424908 -11.905524 0,-77.045535 -11.90402397 0,-77.04582804 -11.90425599 0,-77.046354 -11.903355 0,-77.04520596 -11.90211102 0,-77.04653112 -11.900844 0,-77.04673596 -11.90089899 0,-77.04761904 -11.90238903 0,-77.04923904 -11.90335797 0,-77.049414 -11.90301804 0,-77.04963792 -11.90284596 0,-77.04956088 -11.90273004 0,-77.05067184 -11.90216304 0,-77.050944 -11.90250198 0,-77.05137708 -11.90226501 0,-77.04807012 -11.89647297 0)",LOS OLIVOS,COMAS,010136,150110,19
"(-77.04612216 -11.91207996 0,-77.04370404 -11.91334401 0,-77.04343512 -11.91202101 0,-77.04002196 -11.91280698 0,-77.03985708 -11.912553 0,-77.03920116 -11.91287898 0,-77.04091692 -11.91632598 0,-77.04130788 -11.91730797 0,-77.043303 -11.916819 0,-77.04519984 -11.916504 0,-77.04789408 -11.91530403 0,-77.04612216 -11.91207996 0)",LOS OLIVOS,COMAS,010137,150110,21
"(-77.04142488 -11.904003 0,-77.03981496 -11.90110302 0,-77.03885304 -11.89919997 0,-77.03829504 -11.89951299 0,-77.03834616 -11.89960398 0,-77.038308 -11.89973502 0,-77.03828784 -11.89979703 0,-77.03804808 -11.90018196 0,-77.03740908 -11.90115603 0,-77.03663112 -11.90232702 0,-77.03645796 -11.90258397 0,-77.03533116 -11.90428902 0,-77.03469 -11.90525202 0,-77.03446392 -11.90561004 0,-77.03331696 -11.90740698 0,-77.03349516 -11.90750796 0,-77.03330184 -11.90795004 0,-77.03323992 -11.90802699 0,-77.03422092 -11.90849904 0,-77.03646696 -11.90922804 0,-77.036562 -11.90896398 0,-77.03675604 -11.90874303 0,-77.03751492 -11.90824002 0,-77.039127 -11.907216 0,-77.04058284 -11.90624004 0,-77.04149112 -11.90708703 0,-77.042754 -11.90636001 0,-77.04142488 -11.904003 0)",LOS OLIVOS,COMAS,010138,150110,45
"(-77.04388404 -11.908125 0,-77.042754 -11.90636001 0,-77.04149112 -11.90708703 0,-77.04058284 -11.90624004 0,-77.039127 -11.907216 0,-77.03751492 -11.90824002 0,-77.03675604 -11.90874303 0,-77.036562 -11.90896398 0,-77.03646696 -11.90922804 0,-77.03749008 -11.90998296 0,-77.03920116 -11.91287898 0,-77.03985708 -11.912553 0,-77.04002196 -11.91280698 0,-77.04343512 -11.91202101 0,-77.04370404 -11.91334401 0,-77.04612216 -11.91207996 0,-77.04388404 -11.908125 0)",LOS OLIVOS,COMAS,010139,150110,29
"(-77.04379512 -11.92984596 0,-77.042835 -11.92677201 0,-77.04232704 -11.92340502 0,-77.04020412 -11.92377096 0,-77.04027684 -11.92406697 0,-77.03924004 -11.92420602 0,-77.03907984 -11.92426497 0,-77.03857692 -11.92477599 0,-77.03750016 -11.92377303 0,-77.03653284 -11.92474899 0,-77.03624484 -11.92503501 0,-77.03593992 -11.92533696 0,-77.03549388 -11.92564503 0,-77.03480304 -11.92584501 0,-77.03483112 -11.92596903 0,-77.03442684 -11.92617396 0,-77.033106 -11.92748499 0,-77.01538716 -11.93575203 0,-77.01746616 -11.93857902 0,-77.03633412 -11.93409702 0,-77.03890416 -11.93330502 0,-77.03923716 -11.93312304 0,-77.039676 -11.93277204 0,-77.039937 -11.93252301 0,-77.04033084 -11.932542 0,-77.04098208 -11.93226102 0,-77.041215 -11.93212602 0,-77.04157392 -11.931957 0,-77.04185112 -11.93196897 0,-77.04209592 -11.93214096 0,-77.04224496 -11.93199003 0,-77.04236916 -11.93206896 0,-77.04243684 -11.932245 0,-77.04246888 -11.93264802 0,-77.04284796 -11.93241204 0,-77.04298008 -11.93258997 0,-77.04312696 -11.93257404 0,-77.04324504 -11.93245398 0,-77.04399816 -11.93193999 0,-77.04450792 -11.93112801 0,-77.04379512 -11.92984596 0)",LOS OLIVOS,COMAS,010140,150110,48
